ID,Category,years_experience,cert_count,quantified_achievements,structural_completeness_score,word_count,quality_cluster_kmeans,quality_cluster_dbscan
20544228,ADVOCATE,0,6,0,5,651,2,0
30741799,ADVOCATE,7,3,0,4,733,0,1
17847636,ADVOCATE,0,4,0,4,667,0,1
80503242,ADVOCATE,19,1,0,6,692,1,-1
26456474,ADVOCATE,0,7,0,4,717,2,1
10818478,ADVOCATE,0,0,0,4,311,0,1
24124250,ADVOCATE,0,4,1,6,704,2,3
37640804,ADVOCATE,4,6,0,7,936,2,4
27182111,ADVOCATE,0,4,0,4,988,0,1
11174187,ADVOCATE,0,5,1,3,1313,2,-1
47133747,ADVOCATE,0,0,1,4,974,0,1
10659182,ADVOCATE,0,3,0,5,648,0,0
35344611,ADVOCATE,0,3,0,6,804,2,3
13342150,ADVOCATE,0,0,2,6,731,2,3
28111403,ADVOCATE,0,0,0,3,1152,0,2
34327438,ADVOCATE,0,2,0,5,995,2,0
15958967,ADVOCATE,0,3,0,6,938,2,3
13115648,ADVOCATE,0,1,0,4,650,0,1
46772262,ADVOCATE,0,6,1,5,645,2,0
38059130,ADVOCATE,0,2,1,6,899,2,3
24695561,ADVOCATE,0,2,0,3,1015,0,2
93512385,ADVOCATE,0,2,0,3,331,0,2
38698573,ADVOCATE,0,1,0,6,763,2,3
18090899,ADVOCATE,0,2,4,5,837,2,0
23804341,ADVOCATE,10,3,0,4,597,1,1
29177904,ADVOCATE,13,0,0,5,695,1,0
17911230,ADVOCATE,0,5,0,8,768,2,-1
19926135,ADVOCATE,0,5,0,5,633,2,0
44115326,ADVOCATE,0,1,4,4,2888,2,-1
75435017,ADVOCATE,10,0,0,5,1061,1,0
19234823,ADVOCATE,0,0,2,4,942,0,1
13809698,ADVOCATE,0,1,0,3,612,0,2
17254634,ADVOCATE,0,5,0,5,797,2,0
28871170,ADVOCATE,0,0,0,4,758,0,1
24946537,ADVOCATE,0,0,2,6,1566,2,3
28635795,ADVOCATE,0,0,0,5,783,0,0
24763208,ADVOCATE,0,2,2,7,1431,2,-1
17165107,ADVOCATE,0,3,0,5,566,0,0
65708020,BUSINESS-DEVELOPMENT,10,0,0,3,874,0,-1
36805025,BUSINESS-DEVELOPMENT,0,9,5,6,1425,2,-1
13080868,BUSINESS-DEVELOPMENT,0,1,0,4,668,0,1
20748929,BUSINESS-DEVELOPMENT,0,0,0,3,1030,0,2
26581830,BUSINESS-DEVELOPMENT,0,0,0,3,637,0,2
38688388,BUSINESS-DEVELOPMENT,0,0,5,5,851,2,0
25397102,BUSINESS-DEVELOPMENT,0,0,1,5,438,0,0
12059198,BUSINESS-DEVELOPMENT,0,0,0,4,417,0,1
10228751,BUSINESS-DEVELOPMENT,0,0,0,4,619,0,1
61677751,BUSINESS-DEVELOPMENT,0,1,2,5,657,0,0
20553895,BUSINESS-DEVELOPMENT,0,1,0,3,306,0,2
18757174,BUSINESS-DEVELOPMENT,0,0,0,3,326,0,2
14726000,BUSINESS-DEVELOPMENT,0,2,0,6,665,2,3
29208172,BUSINESS-DEVELOPMENT,0,2,1,5,927,2,0
40792022,BUSINESS-DEVELOPMENT,0,2,0,5,549,0,0
17095812,BUSINESS-DEVELOPMENT,0,0,0,3,954,0,2
27850777,BUSINESS-DEVELOPMENT,0,0,8,6,925,2,-1
90629382,BUSINESS-DEVELOPMENT,0,2,1,5,631,0,0
34797369,BUSINESS-DEVELOPMENT,0,0,1,6,861,2,3
98379112,BUSINESS-DEVELOPMENT,0,0,0,4,534,0,1
37521676,BUSINESS-DEVELOPMENT,20,6,0,4,1389,1,-1
10501991,BUSINESS-DEVELOPMENT,0,2,6,3,1084,2,-1
18293620,BUSINESS-DEVELOPMENT,0,0,4,4,913,0,1
19557384,BUSINESS-DEVELOPMENT,7,0,3,4,643,0,-1
15423153,BUSINESS-DEVELOPMENT,0,0,3,5,989,2,0
20357858,BUSINESS-DEVELOPMENT,0,0,2,3,694,0,2
12546838,BUSINESS-DEVELOPMENT,0,3,2,7,1075,2,4
24647386,BUSINESS-DEVELOPMENT,0,0,1,5,1006,0,0
23568641,BUSINESS-DEVELOPMENT,0,0,1,5,360,0,0
22423839,BUSINESS-DEVELOPMENT,0,0,1,4,495,0,1
19738730,BUSINESS-DEVELOPMENT,0,0,0,4,280,0,1
32531824,BUSINESS-DEVELOPMENT,0,0,1,6,370,0,3
34046031,BUSINESS-DEVELOPMENT,0,1,3,5,816,2,0
14825300,BUSINESS-DEVELOPMENT,0,3,2,5,975,2,0
37391947,BUSINESS-DEVELOPMENT,10,0,0,4,857,1,1
26896699,BUSINESS-DEVELOPMENT,0,1,1,3,648,0,2
11289482,BUSINESS-DEVELOPMENT,0,0,1,4,1024,0,1
29908929,BUSINESS-DEVELOPMENT,5,1,0,5,725,0,0
10704573,BUSINESS-DEVELOPMENT,10,0,6,3,1033,1,-1
14990354,BUSINESS-DEVELOPMENT,0,1,3,4,638,0,1
24964303,BUSINESS-DEVELOPMENT,0,0,10,4,716,2,-1
82118447,BUSINESS-DEVELOPMENT,0,2,4,4,1200,2,1
18236085,BUSINESS-DEVELOPMENT,6,0,0,5,732,0,0
29825044,BUSINESS-DEVELOPMENT,0,2,0,5,670,0,0
77576845,BUSINESS-DEVELOPMENT,22,1,4,5,996,1,-1
39237915,BUSINESS-DEVELOPMENT,15,1,2,5,694,1,0
28916894,BUSINESS-DEVELOPMENT,0,1,0,6,912,2,3
26278597,BUSINESS-DEVELOPMENT,0,1,1,5,1189,2,0
80275976,BUSINESS-DEVELOPMENT,0,2,2,3,947,0,2
11088337,BUSINESS-DEVELOPMENT,0,0,1,3,731,0,2
23396633,BUSINESS-DEVELOPMENT,0,1,1,5,950,2,0
12814706,BUSINESS-DEVELOPMENT,0,0,8,4,756,2,-1
39875803,BUSINESS-DEVELOPMENT,0,0,3,4,777,0,1
30938994,BUSINESS-DEVELOPMENT,0,0,0,5,801,0,0
16694152,BUSINESS-DEVELOPMENT,0,1,1,5,753,0,0
15233524,BUSINESS-DEVELOPMENT,0,0,1,3,742,0,2
81310245,BUSINESS-DEVELOPMENT,0,2,1,6,716,2,3
22025574,BUSINESS-DEVELOPMENT,37,1,0,4,969,1,-1
13888506,BUSINESS-DEVELOPMENT,0,1,1,5,505,0,0
79759716,BUSINESS-DEVELOPMENT,0,3,0,5,648,0,0
10541358,BUSINESS-DEVELOPMENT,0,0,0,4,798,0,1
31638814,BUSINESS-DEVELOPMENT,0,0,1,4,337,0,1
25370801,BUSINESS-DEVELOPMENT,0,0,0,5,216,0,0
27796199,BUSINESS-DEVELOPMENT,0,0,1,4,485,0,1
10289113,BUSINESS-DEVELOPMENT,0,0,2,6,783,2,3
27219200,BUSINESS-DEVELOPMENT,0,3,2,5,664,2,0
10235211,BUSINESS-DEVELOPMENT,0,1,0,5,1176,2,0
14287992,BUSINESS-DEVELOPMENT,0,0,0,5,681,0,0
47067533,BUSINESS-DEVELOPMENT,0,0,1,5,723,0,0
14241621,BUSINESS-DEVELOPMENT,0,0,3,5,907,2,0
27213082,BUSINESS-DEVELOPMENT,0,5,0,8,827,2,-1
31813535,BUSINESS-DEVELOPMENT,0,6,0,8,909,2,-1
17115815,BUSINESS-DEVELOPMENT,0,1,2,4,467,0,1
20317319,BUSINESS-DEVELOPMENT,10,2,0,4,798,1,1
38007664,BUSINESS-DEVELOPMENT,32,1,1,4,832,1,-1
24412546,BUSINESS-DEVELOPMENT,0,0,2,4,1172,0,1
29014805,BUSINESS-DEVELOPMENT,0,11,1,6,1134,2,-1
12377803,BUSINESS-DEVELOPMENT,0,0,0,4,750,0,1
32385553,BUSINESS-DEVELOPMENT,0,0,0,4,956,0,1
13199813,BUSINESS-DEVELOPMENT,0,0,4,4,1083,0,1
11551946,BUSINESS-DEVELOPMENT,0,0,0,5,954,0,0
22765255,BUSINESS-DEVELOPMENT,0,3,2,6,1218,2,3
20427934,BUSINESS-DEVELOPMENT,0,0,0,5,724,0,0
35673335,BUSINESS-DEVELOPMENT,0,1,3,5,794,2,0
16846478,BUSINESS-DEVELOPMENT,0,0,3,5,1096,2,0
89197180,BUSINESS-DEVELOPMENT,0,2,1,4,842,0,1
36574147,BUSINESS-DEVELOPMENT,0,0,3,5,844,2,0
27004930,BUSINESS-DEVELOPMENT,0,0,0,5,695,0,0
12230301,BUSINESS-DEVELOPMENT,0,0,0,5,1605,2,0
59696315,BUSINESS-DEVELOPMENT,0,0,0,6,1399,2,3
20633855,BUSINESS-DEVELOPMENT,0,1,0,3,536,0,2
18311419,BUSINESS-DEVELOPMENT,0,1,1,5,564,0,0
16091352,BUSINESS-DEVELOPMENT,0,1,5,4,712,0,1
27375577,BUSINESS-DEVELOPMENT,7,0,2,4,874,0,1
25813953,BUSINESS-DEVELOPMENT,0,0,2,4,482,0,1
76916835,BUSINESS-DEVELOPMENT,0,0,6,4,488,0,1
17730889,BUSINESS-DEVELOPMENT,0,2,0,3,697,0,2
67501448,BUSINESS-DEVELOPMENT,0,0,0,5,737,0,0
17421910,BUSINESS-DEVELOPMENT,0,0,0,4,478,0,1
12632728,BUSINESS-DEVELOPMENT,0,0,0,0,0,0,-1
91467795,BUSINESS-DEVELOPMENT,0,0,1,6,838,2,3
13574264,BUSINESS-DEVELOPMENT,0,0,2,4,737,0,1
27139412,BUSINESS-DEVELOPMENT,0,0,0,5,370,0,0
14070138,BUSINESS-DEVELOPMENT,0,3,0,4,974,0,1
15811992,BUSINESS-DEVELOPMENT,10,2,2,5,1146,1,0
14871762,BUSINESS-DEVELOPMENT,0,2,3,5,514,2,0
17597372,BUSINESS-DEVELOPMENT,0,5,0,4,364,0,1
18937778,BUSINESS-DEVELOPMENT,15,0,1,4,684,1,1
14861855,BUSINESS-DEVELOPMENT,0,0,0,4,718,0,1
36170003,BUSINESS-DEVELOPMENT,0,0,0,5,688,0,0
27937592,BUSINESS-DEVELOPMENT,0,3,2,6,670,2,3
16519708,BUSINESS-DEVELOPMENT,0,0,0,4,888,0,1
17602815,BUSINESS-DEVELOPMENT,0,0,0,5,640,0,0
28337049,BUSINESS-DEVELOPMENT,0,1,1,4,872,0,1
33424600,BUSINESS-DEVELOPMENT,10,0,0,4,1316,1,1
32042584,BUSINESS-DEVELOPMENT,0,0,0,4,512,0,1
14752209,BUSINESS-DEVELOPMENT,0,0,5,6,711,2,3
31273310,BUSINESS-DEVELOPMENT,0,1,1,4,764,0,1
14055971,BUSINESS-DEVELOPMENT,0,0,1,4,773,0,1
95382114,BUSINESS-DEVELOPMENT,0,0,2,5,675,0,0
23617240,HEALTHCARE,0,2,0,4,1363,0,1
23138078,HEALTHCARE,0,5,0,5,651,2,0
51777546,HEALTHCARE,0,0,0,3,650,0,2
69199666,HEALTHCARE,0,2,2,4,711,0,1
93988900,HEALTHCARE,0,8,0,5,1615,2,0
41910253,HEALTHCARE,0,0,0,6,390,0,3
28670024,HEALTHCARE,0,4,0,5,2749,2,-1
36625776,HEALTHCARE,0,9,2,6,1059,2,-1
96260484,HEALTHCARE,0,0,0,4,706,0,1
11378657,HEALTHCARE,0,0,0,5,689,0,0
34962725,HEALTHCARE,0,1,0,5,556,0,0
18365443,HEALTHCARE,0,1,0,6,836,2,3
26125407,HEALTHCARE,0,3,0,4,1143,0,1
54934269,HEALTHCARE,0,4,0,5,678,2,0
37374340,HEALTHCARE,20,2,0,4,602,1,1
25328428,HEALTHCARE,0,9,1,4,749,2,1
56520872,HEALTHCARE,0,7,0,6,788,2,3
23944036,HEALTHCARE,0,0,0,3,746,0,2
19090468,HEALTHCARE,0,4,0,5,864,2,0
16132195,HEALTHCARE,0,9,0,4,722,2,1
27030979,HEALTHCARE,0,0,1,5,723,0,0
17960690,HEALTHCARE,15,0,0,5,716,1,0
17624934,HEALTHCARE,0,2,1,4,621,0,1
22008817,HEALTHCARE,0,3,0,5,1061,2,0
20835760,HEALTHCARE,0,0,0,3,794,0,2
87520378,HEALTHCARE,0,0,1,5,726,0,0
58879993,HEALTHCARE,0,0,1,5,733,0,0
64471954,HEALTHCARE,0,1,0,4,307,0,1
18714571,HEALTHCARE,0,4,0,4,660,0,1
20748468,HEALTHCARE,0,2,1,6,1404,2,3
98300955,HEALTHCARE,8,0,0,5,1442,2,0
11653906,HEALTHCARE,0,0,1,5,790,0,0
10466208,HEALTHCARE,0,1,2,6,902,2,3
13352113,HEALTHCARE,0,10,0,4,808,2,1
20110597,HEALTHCARE,0,10,0,4,970,2,1
20211577,HEALTHCARE,0,0,0,4,752,0,1
12315079,HEALTHCARE,0,2,0,3,790,0,2
10480456,HEALTHCARE,0,9,0,5,2067,2,-1
75297735,HEALTHCARE,25,6,0,4,621,1,-1
49325370,HEALTHCARE,0,2,0,4,1020,0,1
21866029,HEALTHCARE,9,0,1,5,953,1,0
14667957,HEALTHCARE,0,5,1,6,959,2,3
10062724,HEALTHCARE,0,6,0,4,1468,2,-1
43994605,HEALTHCARE,15,0,0,4,738,1,1
23814777,HEALTHCARE,0,2,0,4,634,0,1
28745844,HEALTHCARE,0,4,0,6,669,2,3
17864043,HEALTHCARE,0,2,0,5,1029,2,0
16121387,HEALTHCARE,0,5,0,7,1089,2,4
10076271,HEALTHCARE,0,0,2,4,764,0,1
80876647,HEALTHCARE,0,3,0,4,798,0,1
36861863,HEALTHCARE,0,0,0,4,242,0,1
24025053,HEALTHCARE,0,0,0,5,653,0,0
17545780,HEALTHCARE,0,0,0,4,725,0,1
95011061,HEALTHCARE,0,3,0,3,443,0,2
13565152,HEALTHCARE,0,0,1,6,1591,2,3
75744306,HEALTHCARE,0,2,1,4,917,0,1
26908066,HEALTHCARE,0,5,3,5,645,2,0
11704150,HEALTHCARE,0,0,0,3,618,0,2
27917969,HEALTHCARE,0,0,0,5,1361,2,0
12613221,HEALTHCARE,0,6,0,4,437,0,1
15680735,HEALTHCARE,0,0,9,4,1133,2,-1
13575312,HEALTHCARE,20,4,1,7,980,1,-1
15636923,HEALTHCARE,4,8,0,4,882,2,1
14062078,HEALTHCARE,8,1,0,6,983,2,5
37001381,HEALTHCARE,16,12,1,4,761,1,-1
32219038,HEALTHCARE,0,2,0,4,696,0,1
10251432,HEALTHCARE,15,0,0,5,669,1,0
28423028,HEALTHCARE,0,5,1,6,987,2,3
46349752,HEALTHCARE,0,4,0,4,1032,0,1
26958533,HEALTHCARE,0,0,0,5,672,0,0
23110214,HEALTHCARE,0,6,3,4,1128,2,-1
17963031,HEALTHCARE,20,6,0,3,1021,1,-1
60624892,HEALTHCARE,0,1,2,4,866,0,1
23918545,HEALTHCARE,3,1,0,4,729,0,1
20172393,HEALTHCARE,0,3,0,4,649,0,1
39082090,HEALTHCARE,0,5,2,6,750,2,3
98309114,HEALTHCARE,20,13,4,4,1589,1,-1
16702198,HEALTHCARE,25,4,0,7,962,1,-1
45907524,HEALTHCARE,0,1,0,5,1239,2,0
12333703,HEALTHCARE,0,2,2,5,814,2,0
15499825,HEALTHCARE,0,2,0,4,648,0,1
85417107,HEALTHCARE,0,2,0,4,1061,0,1
33750209,HEALTHCARE,7,3,0,5,831,2,0
24548333,HEALTHCARE,0,2,1,5,654,0,0
16356151,HEALTHCARE,22,5,0,5,1284,1,-1
20736486,HEALTHCARE,21,5,0,5,912,1,-1
18784594,HEALTHCARE,0,2,1,4,694,0,1
85421438,HEALTHCARE,0,0,0,4,979,0,1
33803142,HEALTHCARE,0,2,0,4,1043,0,1
47996197,HEALTHCARE,10,0,3,6,717,1,-1
11605833,HEALTHCARE,0,3,0,3,700,0,2
25451319,HEALTHCARE,0,1,0,5,857,0,0
91478356,HEALTHCARE,0,2,0,5,876,2,0
29134372,HEALTHCARE,0,0,0,4,763,0,1
35579812,HEALTHCARE,0,4,0,4,708,0,1
12938200,HEALTHCARE,0,1,0,4,687,0,1
31926950,HEALTHCARE,0,0,0,4,1077,0,1
32563518,HEALTHCARE,0,3,2,5,1133,2,0
29992154,HEALTHCARE,0,4,0,4,969,0,1
25974844,HEALTHCARE,0,1,0,6,680,2,3
18129173,HEALTHCARE,0,3,2,7,715,2,4
26585242,HEALTHCARE,0,2,0,5,643,0,0
26695839,HEALTHCARE,0,0,4,3,794,0,2
10568183,HEALTHCARE,0,1,0,5,984,0,0
24550866,HEALTHCARE,0,2,0,5,659,0,0
34594746,HEALTHCARE,0,0,0,4,745,0,1
25834360,HEALTHCARE,25,8,0,4,690,1,-1
27090089,HEALTHCARE,0,1,0,5,809,0,0
35422305,HEALTHCARE,0,1,1,3,830,0,2
18484846,HEALTHCARE,0,3,0,5,794,2,0
18949843,HEALTHCARE,0,2,0,3,935,0,2
17539842,HEALTHCARE,0,5,0,5,965,2,0
36868767,HEALTHCARE,0,1,1,3,658,0,2
97169343,HEALTHCARE,0,1,0,3,1514,0,2
31395710,HEALTHCARE,0,9,2,5,947,2,0
17576030,FITNESS,0,3,0,3,380,0,2
24444525,FITNESS,0,2,0,4,652,0,1
10268614,FITNESS,0,1,2,5,745,2,0
29792535,FITNESS,0,3,1,5,715,2,0
15932017,FITNESS,0,4,0,3,391,0,2
23063986,FITNESS,0,1,0,4,915,0,1
10816645,FITNESS,0,0,0,5,379,0,0
11522068,FITNESS,0,0,0,4,199,0,1
10568350,FITNESS,0,0,0,5,642,0,0
18767449,FITNESS,0,0,1,5,393,0,0
20457611,FITNESS,2,5,0,6,957,2,3
54259150,FITNESS,0,6,1,5,907,2,0
67032711,FITNESS,0,0,0,5,880,0,0
12019284,FITNESS,0,0,2,3,712,0,2
38650096,FITNESS,0,4,0,5,306,0,0
32651555,FITNESS,0,0,0,3,891,0,2
55746506,FITNESS,0,3,1,4,738,0,1
10235429,FITNESS,0,4,3,6,897,2,3
30757456,FITNESS,0,14,0,5,1770,2,-1
19037403,FITNESS,0,7,0,4,1265,2,1
32636041,FITNESS,0,6,2,6,852,2,3
27974588,FITNESS,0,6,0,4,681,2,1
24251588,FITNESS,10,4,3,4,754,1,-1
97123005,FITNESS,0,0,0,5,640,0,0
38642923,FITNESS,0,6,0,4,630,0,1
39805617,FITNESS,0,10,5,6,891,2,-1
20565486,FITNESS,0,6,0,5,723,2,0
28669770,FITNESS,0,1,0,5,796,0,0
17660419,FITNESS,0,2,0,4,241,0,1
22855060,FITNESS,0,3,0,6,788,2,3
17163375,FITNESS,0,4,0,4,318,0,1
35302620,FITNESS,0,0,2,6,728,2,3
19599699,FITNESS,0,0,0,3,317,0,2
17286050,FITNESS,0,0,0,4,333,0,1
15293959,FITNESS,0,8,0,4,604,2,1
10428916,FITNESS,0,0,0,5,505,0,0
52684666,FITNESS,0,6,0,5,937,2,0
19774173,FITNESS,0,1,0,4,267,0,1
23011221,FITNESS,0,5,0,6,1002,2,3
13367322,FITNESS,0,13,0,5,1090,2,-1
16038911,FITNESS,0,10,0,5,1062,2,0
30990885,FITNESS,0,3,0,5,501,0,0
12923795,FITNESS,0,0,3,4,1110,0,1
20279756,FITNESS,0,6,1,4,653,2,1
25838512,FITNESS,0,0,0,4,370,0,1
17431847,FITNESS,0,6,0,4,680,2,1
28321954,FITNESS,0,0,0,4,753,0,1
11332602,FITNESS,0,1,1,4,814,0,1
17166018,FITNESS,0,1,0,4,375,0,1
29573698,FITNESS,0,0,0,4,340,0,1
95769832,FITNESS,0,0,0,4,373,0,1
89858892,FITNESS,0,0,0,5,725,0,0
22488036,FITNESS,0,2,1,5,745,2,0
22093368,FITNESS,0,4,0,6,764,2,3
31042953,FITNESS,0,9,0,5,701,2,0
24994145,FITNESS,0,1,1,4,478,0,1
56286525,FITNESS,0,0,2,4,986,0,1
32517106,FITNESS,0,5,0,3,1003,0,2
38108845,FITNESS,0,0,2,5,1017,2,0
28172023,FITNESS,0,0,1,4,316,0,1
45656814,FITNESS,0,0,0,6,706,2,3
24767027,FITNESS,0,0,2,6,839,2,3
25507648,FITNESS,0,1,1,5,1045,2,0
17915015,FITNESS,0,1,0,4,718,0,1
36139251,FITNESS,0,1,3,5,1307,2,0
16474898,FITNESS,0,8,0,5,693,2,0
25482567,FITNESS,0,0,0,4,399,0,1
29165698,FITNESS,0,1,0,4,356,0,1
27084878,FITNESS,13,1,0,6,795,1,5
26459032,FITNESS,0,6,0,6,683,2,3
70603826,FITNESS,0,6,0,5,1124,2,0
95085510,FITNESS,0,4,0,5,671,2,0
21238396,FITNESS,0,0,0,4,1078,0,1
20255404,FITNESS,12,4,4,5,735,1,-1
69666645,FITNESS,0,2,0,5,407,0,0
19938081,FITNESS,0,0,0,5,1198,0,0
12092347,FITNESS,0,0,0,4,836,0,1
62870550,FITNESS,0,0,1,4,765,0,1
76530505,FITNESS,0,0,0,4,730,0,1
10333051,FITNESS,0,7,1,4,1233,2,1
29319314,FITNESS,0,1,0,5,626,0,0
77266989,FITNESS,0,7,0,4,732,2,1
59487170,FITNESS,0,2,0,5,1070,2,0
24219583,FITNESS,0,6,0,4,700,2,1
27397245,FITNESS,14,1,0,5,738,1,0
29425788,FITNESS,0,9,0,5,922,2,0
11130200,FITNESS,0,0,0,4,747,0,1
10969918,FITNESS,0,4,0,4,661,0,1
21178545,FITNESS,0,5,0,4,827,0,1
12938389,FITNESS,0,0,1,5,912,0,0
57575888,FITNESS,0,3,0,5,1080,2,0
37087824,FITNESS,20,0,5,6,589,1,-1
21122155,FITNESS,0,3,1,4,956,0,1
24708621,FITNESS,0,5,0,4,499,0,1
27903191,FITNESS,0,0,1,4,713,0,1
24905947,FITNESS,0,0,0,5,653,0,0
75156649,FITNESS,0,0,0,4,325,0,1
96761538,FITNESS,0,1,0,6,283,0,3
19975121,FITNESS,0,3,0,5,331,0,0
12695799,FITNESS,10,2,0,4,639,1,1
14515954,FITNESS,0,0,0,5,867,0,0
13675377,FITNESS,0,2,0,5,666,0,0
34151183,FITNESS,15,0,0,4,730,1,1
16605352,FITNESS,0,1,0,6,822,2,3
34792238,FITNESS,0,15,0,5,1797,2,-1
23004695,FITNESS,0,1,2,4,620,0,1
35164503,FITNESS,0,3,1,7,802,2,4
63282405,FITNESS,0,2,1,5,636,0,0
31556198,FITNESS,0,0,0,4,821,0,1
12791244,FITNESS,0,3,0,5,540,0,0
14107571,FITNESS,22,9,2,6,890,1,-1
17658471,FITNESS,0,1,0,4,684,0,1
80000092,FITNESS,0,0,0,4,206,0,1
13037145,FITNESS,0,0,0,4,353,0,1
23477199,FITNESS,0,0,0,4,893,0,1
29306433,FITNESS,0,0,0,3,621,0,2
90365216,FITNESS,0,3,1,5,729,2,0
54246169,AGRICULTURE,0,0,0,5,914,0,0
28165687,AGRICULTURE,0,0,0,7,835,2,4
21134923,AGRICULTURE,0,1,0,6,709,2,3
37292350,AGRICULTURE,0,0,0,4,1970,2,-1
84512719,AGRICULTURE,0,1,0,6,344,0,3
21868149,AGRICULTURE,0,4,0,4,933,0,1
37201447,AGRICULTURE,20,0,0,6,793,1,-1
29897742,AGRICULTURE,20,0,0,7,663,1,-1
55500538,AGRICULTURE,0,1,0,5,758,0,0
15053703,AGRICULTURE,0,0,1,5,690,0,0
15603319,AGRICULTURE,0,0,0,5,663,0,0
69336473,AGRICULTURE,0,0,0,4,862,0,1
18242317,AGRICULTURE,0,0,0,5,678,0,0
30437583,AGRICULTURE,0,0,0,5,717,0,0
14140903,AGRICULTURE,0,1,0,3,907,0,2
17312146,AGRICULTURE,0,0,0,4,600,0,1
29746235,AGRICULTURE,0,5,0,6,687,2,3
62994611,AGRICULTURE,5,1,2,6,1101,2,-1
38216888,AGRICULTURE,4,0,0,4,196,0,1
19851252,AGRICULTURE,0,0,0,3,192,0,2
11813872,AGRICULTURE,20,4,0,5,1196,1,-1
16849128,AGRICULTURE,0,1,0,4,308,0,1
23631188,AGRICULTURE,0,4,1,6,1179,2,3
24001783,AGRICULTURE,12,0,0,5,642,1,0
12341902,AGRICULTURE,0,1,0,4,817,0,1
11197262,AGRICULTURE,0,3,0,5,703,2,0
10953078,AGRICULTURE,0,7,0,3,737,0,-1
69859102,AGRICULTURE,0,0,0,4,777,0,1
40882926,AGRICULTURE,0,1,0,3,624,0,2
16653657,AGRICULTURE,0,0,0,4,692,0,1
24397882,AGRICULTURE,0,5,3,4,863,2,1
16172429,AGRICULTURE,0,1,1,5,806,0,0
36102323,AGRICULTURE,0,11,1,6,1072,2,-1
81042872,AGRICULTURE,0,0,0,4,783,0,1
19532392,AGRICULTURE,0,3,0,6,642,2,3
34141299,AGRICULTURE,0,0,0,6,694,2,3
89740812,AGRICULTURE,0,2,1,3,720,0,2
20969119,AGRICULTURE,0,3,1,5,1239,2,0
27689009,AGRICULTURE,24,1,0,3,668,1,-1
29510501,AGRICULTURE,0,2,1,4,637,0,1
17640785,AGRICULTURE,0,2,0,4,882,0,1
29968330,AGRICULTURE,0,1,0,4,816,0,1
28733974,AGRICULTURE,0,0,4,6,857,2,3
15546686,AGRICULTURE,0,1,0,4,453,0,1
56068028,AGRICULTURE,0,7,1,5,904,2,0
24068423,AGRICULTURE,0,0,0,4,765,0,1
12674256,AGRICULTURE,0,1,0,5,823,0,0
27888251,AGRICULTURE,0,0,0,6,673,2,3
16507693,AGRICULTURE,0,1,0,6,1510,2,3
55712978,AGRICULTURE,16,0,1,4,950,1,1
26835781,AGRICULTURE,0,0,1,5,1005,0,0
26921245,AGRICULTURE,0,0,0,5,666,0,0
20006992,AGRICULTURE,0,0,0,4,735,0,1
11676151,AGRICULTURE,0,1,0,4,614,0,1
24416961,AGRICULTURE,0,5,0,5,896,2,0
69360287,AGRICULTURE,0,6,0,5,1063,2,0
18264694,AGRICULTURE,0,0,0,4,1415,0,1
16661264,AGRICULTURE,0,0,0,5,1644,2,0
26070334,AGRICULTURE,0,0,0,5,1471,2,0
29142288,AGRICULTURE,0,3,0,7,1463,2,4
28247753,AGRICULTURE,0,0,0,3,1052,0,2
79536879,AGRICULTURE,0,2,0,4,1325,0,1
17499196,AGRICULTURE,0,4,0,6,953,2,3
79261033,BPO,0,0,6,4,645,0,1
16492045,BPO,0,1,0,5,770,0,0
18589927,BPO,7,0,1,5,420,0,0
23933031,BPO,0,0,2,5,1125,2,0
13964744,BPO,7,2,0,5,984,2,0
89512321,BPO,0,0,1,4,1085,0,1
30709029,BPO,16,5,0,4,692,1,-1
11183737,BPO,8,0,0,4,1107,0,1
63158213,BPO,0,1,0,6,834,2,3
24727739,BPO,0,0,1,3,922,0,2
15145575,BPO,0,7,0,4,829,2,1
69097572,BPO,0,0,3,6,797,2,3
31064969,BPO,0,2,1,4,726,0,1
38707449,BPO,0,0,1,4,513,0,1
57706851,BPO,0,4,0,5,1498,2,0
41152404,BPO,0,1,1,4,1107,0,1
27710853,BPO,0,1,3,6,2310,2,-1
15573418,BPO,0,0,8,5,1236,2,-1
26829350,BPO,0,0,0,5,1053,0,0
95625660,BPO,0,1,0,5,727,0,0
19362586,BPO,0,0,1,4,775,0,1
45077654,BPO,10,2,0,5,1278,1,-1
87118391,SALES,0,1,1,5,672,0,0
33578873,SALES,0,0,0,4,288,0,1
27607632,SALES,0,2,1,4,480,0,1
23760084,SALES,0,0,0,5,753,0,0
30083943,SALES,0,5,0,4,740,0,1
20552814,SALES,0,0,0,4,1017,0,1
40987524,SALES,0,0,1,6,940,2,3
29134721,SALES,0,0,1,5,1640,2,0
18062906,SALES,0,2,0,5,685,0,0
29399491,SALES,0,0,0,4,631,0,1
19473948,SALES,0,0,0,4,856,0,1
71772815,SALES,0,0,0,4,858,0,1
15765660,SALES,0,0,2,5,952,2,0
29184740,SALES,0,3,1,3,442,0,2
17781039,SALES,0,0,1,4,890,0,1
19147947,SALES,0,1,0,4,863,0,1
18328743,SALES,0,0,0,4,255,0,1
37540732,SALES,0,0,0,4,595,0,1
30608780,SALES,0,6,0,5,961,2,0
15918496,SALES,0,0,0,4,679,0,1
16223371,SALES,0,0,0,4,350,0,1
79376680,SALES,0,0,0,5,799,0,0
